flare_id,duration,att_in,peak_UTC,LC0_BKG,_id,GOES_class,GOES_flux,goes_estimated_min_class,goes_estimated_max_class,goes_estimated_mean_class,goes_estimated_min_flux,goes_estimated_max_flux,goes_estimated_mean_flux,CFL_X_arcsec,CFL_Y_arcsec,start_UTC,end_UTC,LC0_PEAK_COUNTS_4S,LC0_BKG_COUNTS_4S,LC1_PEAK_COUNTS_4S,LC1_BKG_COUNTS_4S,LC2_PEAK_COUNTS_4S,LC2_BKG_COUNTS_4S,LC3_PEAK_COUNTS_4S,LC3_BKG_COUNTS_4S,LC4_PEAK_COUNTS_4S,LC4_BKG_COUNTS_4S,filenames
2502111817,584,False,2025-02-11T18:17:56.543,204.3709069548124,73015,C7.2,7.232466032291995e-06,C2,C5,C3,-5.668414896347887,-5.286184120535783,-5.483657108441836,,,2025-02-11T18:12:36.542,2025-02-11T18:22:20.543,15871,303.0,1087,41.0,215,49.0,671,607.0,335,303.0,raw_fits\solo_L1_stix-sci-xray-cpd_20250211T174636-20250211T191137_V02_2502112617-60650.fits
2502121243,1208,False,2025-02-12T12:43:40.565,193.50849002890246,73038,C3.9,3.909578936145408e-06,C1,C3,C2,-5.902607502337939,-5.555487715521742,-5.735405208929841,,,2025-02-12T12:37:56.565,2025-02-12T12:58:04.567,6399,303.0,399,41.0,115,49.0,671,607.0,335,303.0,raw_fits\solo_L1_stix-sci-xray-cpd_20250212T122524-20250212T131731_V02_2502120543-60857.fits
2502121821,164,False,2025-02-12T18:21:28.603,196.3071105467587,73047,C1.6,1.5978415603967733e-06,B5,B10,B7,-6.297786990882305,-6.020789956114763,-6.165646073498534,,,2025-02-12T18:20:12.603,2025-02-12T18:22:56.603,1215,303.0,135,41.0,75,49.0,671,607.0,335,303.0,raw_fits\solo_L1_stix-sci-xray-cpd_20250212T181821-20250212T182624_V02_2502126515-60858.fits
2502121920,3500,False,2025-02-12T19:20:08.610,196.3071105467587,73049,C1.6,1.6142261074492126e-06,B5,B9,B6,-6.325175995864893,-6.053778690938581,-6.195834943401738,,,2025-02-12T18:58:24.608,2025-02-12T19:56:44.613,1087,303.0,135,41.0,75,49.0,671,607.0,367,303.0,raw_fits\solo_L1_stix-sci-xray-cpd_20250212T184844-20250212T200534_V02_2502123818-60859.fits
2502122013,948,False,2025-02-12T20:13:56.615,196.3071105467587,73050,C1.8,1.7865700101538096e-06,B7,C2,C1,-6.134281510663143,-5.826153726902826,-5.986575218782985,,,2025-02-12T20:07:40.615,2025-02-12T20:23:28.616,2431,303.0,271,41.0,99,49.0,735,607.0,335,303.0,raw_fits\solo_L1_stix-sci-xray-cpd_20250212T200554-20250212T202531_V02_2502121460-60795.fits
2502122208,1888,False,2025-02-12T22:08:20.628,199.13652736393954,73055,C2.1,2.0756640424224315e-06,B7,C2,C1,-6.134632471322583,-5.826567836833707,-5.986957754078144,,,2025-02-12T21:59:28.627,2025-02-12T22:30:56.630,2431,303.0,247,41.0,75,49.0,671,607.0,335,303.0,raw_fits\solo_L1_stix-sci-xray-cpd_20250212T215730-20250212T223306_V02_2502129935-60798.fits
2502130730,2412,False,2025-02-13T07:30:56.592,192.39190691683567,73070,C2.7,2.6812319902091986e-06,C1,C3,C2,-5.906545012981652,-5.560048371050978,-5.739654292016315,,,2025-02-13T07:11:36.590,2025-02-13T07:51:48.594,6399,303.0,543,41.0,123,49.0,735,607.0,367,303.0,raw_fits\solo_L1_stix-sci-xray-cpd_20250213T070947-20250213T075348_V02_2502132903-60801.fits
2502131006,916,False,2025-02-13T10:06:28.509,210.48391314746814,73079,C4.1,4.086869921593461e-06,C4,C10,C6,-5.432857015093286,-5.0184949594602095,-5.2320335872767485,,,2025-02-13T09:58:52.508,2025-02-13T10:14:08.510,38911,303.0,4863,41.0,431,49.0,671,607.0,367,303.0,raw_fits\solo_L1_stix-sci-xray-cpd_20250213T095418-20250213T101221_V02_2502133621-60865.fits
2502131107,1992,False,2025-02-13T11:07:24.516,213.66387376769345,73082,M1.1,1.0809911145770457e-05,M1,M3,M2,-4.953941170077959,-4.4813151542969045,-4.723985762187432,,,2025-02-13T10:50:28.514,2025-02-13T11:23:40.518,188415,303.0,29695,41.0,3199,49.0,991,607.0,399,303.0,raw_fits\solo_L1_stix-sci-xray-cpd_20250213T104842-20250213T112550_V02_2502138717-60804.fits
2502131134,324,False,2025-02-13T11:34:36.519,213.66387376769345,73083,C1.7,1.7358898958264035e-06,B7,C1,B9,-6.18467048571878,-5.8857585257921405,-6.04157210575546,,,2025-02-13T11:31:28.518,2025-02-13T11:36:52.519,1983,303.0,199,41.0,67,49.0,671,607.0,335,303.0,raw_fits\solo_L1_stix-sci-xray-cpd_20250213T112750-20250213T114108_V02_2502137835-60866.fits
2502131207,588,False,2025-02-13T12:07:28.522,221.70834254183418,73087,C3.3,3.3017051919159712e-06,C2,C4,C3,-5.733935368367392,-5.361169883855219,-5.553910226111306,,,2025-02-13T12:05:08.522,2025-02-13T12:14:56.523,12799,303.0,1087,41.0,107,49.0,671,607.0,335,303.0,raw_fits\solo_L1_stix-sci-xray-cpd_20250213T115925-20250213T122034_V02_2502136757-60867.fits
2502131222,112,False,2025-02-13T12:22:08.524,212.20781259575233,73088,C1.8,1.7549524500282132e-06,B5,B10,B7,-6.300761389882786,-6.024366428434563,-6.168921509158674,,,2025-02-13T12:21:08.524,2025-02-13T12:23:00.524,1215,303.0,91,41.0,67,49.0,671,607.0,335,303.0,raw_fits\solo_L1_stix-sci-xray-cpd_20250213T122119-20250213T122309_V02_2502133665-60807.fits
2502131235,660,False,2025-02-13T12:35:40.526,212.20781259575233,73090,C3.3,3.2693722005205927e-06,C2,C5,C3,-5.6538164880367185,-5.26951078708871,-5.468021237562714,,,2025-02-13T12:32:00.525,2025-02-13T12:43:00.526,17407,303.0,1471,41.0,271,49.0,735,607.0,335,303.0,raw_fits\solo_L1_stix-sci-xray-cpd_20250213T123020-20250213T124951_V02_2502135050-60868.fits
2502131246,328,False,2025-02-13T12:46:28.527,212.20781259575233,73091,C1.7,1.7015984212775948e-06,B6,C1,B9,-6.200490214755394,-5.904536330616332,-6.058870872685864,,,2025-02-13T12:43:20.526,2025-02-13T12:48:48.527,1855,303.0,135,41.0,67,49.0,671,607.0,335,303.0,raw_fits\solo_L1_stix-sci-xray-cpd_20250213T123020-20250213T124951_V02_2502135050-60868.fits
2502131308,244,False,2025-02-13T13:08:00.529,212.20781259575233,73093,C1.5,1.5317656334445928e-06,B5,B10,B7,-6.300889248200735,-6.024520200021098,-6.169062324110917,,,2025-02-13T13:06:04.529,2025-02-13T13:10:08.529,1215,303.0,123,41.0,61,49.0,671,607.0,335,303.0,raw_fits\solo_L1_stix-sci-xray-cpd_20250213T125651-20250213T141241_V02_2502133929-60869.fits
2502131315,268,False,2025-02-13T13:15:52.530,212.20781259575233,73094,C1.9,1.8715074929787079e-06,B8,C2,C1,-6.114079808674429,-5.802340554054208,-5.964567781364318,,,2025-02-13T13:12:48.530,2025-02-13T13:17:16.530,2687,303.0,231,41.0,91,49.0,671,607.0,335,303.0,raw_fits\solo_L1_stix-sci-xray-cpd_20250213T125651-20250213T141241_V02_2502133929-60869.fits
2502131324,372,False,2025-02-13T13:24:16.531,212.20781259575233,73095,C1.8,1.8353539417148568e-06,B7,C1,B10,-6.163431147086458,-5.860597316811109,-6.018371831948783,,,2025-02-13T13:19:52.531,2025-02-13T13:26:04.531,2175,303.0,167,41.0,91,49.0,671,607.0,335,303.0,raw_fits\solo_L1_stix-sci-xray-cpd_20250213T125651-20250213T141241_V02_2502133929-60869.fits
2502131337,52,False,2025-02-13T13:37:48.533,229.60071704931397,73097,C1.6,1.5818305882930872e-06,B5,C1,B7,-6.276888898601653,-5.995701662696918,-6.142652880649285,,,2025-02-13T13:37:40.533,2025-02-13T13:38:32.533,1343,303.0,99,41.0,53,49.0,671,607.0,335,303.0,raw_fits\solo_L1_stix-sci-xray-cpd_20250213T125651-20250213T141241_V02_2502133929-60869.fits
2502131429,248,False,2025-02-13T14:29:24.538,229.60071704931397,73103,C1.8,1.7606117808099953e-06,B7,C1,B10,-6.163632196374269,-5.860835230124306,-6.018591313249288,,,2025-02-13T14:27:00.538,2025-02-13T14:31:08.539,2175,303.0,199,41.0,61,49.0,671,607.0,335,303.0,raw_fits\solo_L1_stix-sci-xray-cpd_20250213T142714-20250213T143118_V02_2502132610-60870.fits
2502131440,140,False,2025-02-13T14:40:36.540,229.60071704931397,73104,C1.9,1.9039714516111417e-06,B7,C1,B9,-6.185235738666341,-5.8864289220066786,-6.04218993033651,,,2025-02-13T14:39:28.540,2025-02-13T14:41:48.540,1983,303.0,167,41.0,61,49.0,671,607.0,335,303.0,raw_fits\solo_L1_stix-sci-xray-cpd_20250213T143819-20250213T144210_V02_2502139815-60871.fits
2502131457,132,False,2025-02-13T14:57:16.542,201.3474467094704,73105,C2.4,2.3582745143357897e-06,B10,C2,C1,-6.022894287085903,-5.695390555944667,-5.865500021515284,,,2025-02-13T14:56:08.541,2025-02-13T14:58:20.542,3967,303.0,303,41.0,75,49.0,671,607.0,335,303.0,raw_fits\solo_L1_stix-sci-xray-cpd_20250213T145412-20250213T150020_V02_2502135979-60872.fits
2502131553,960,False,2025-02-13T15:53:48.448,201.3474467094704,73109,C2.1,2.0602528820745647e-06,B7,C1,B10,-6.1638931612862775,-5.861144052388191,-6.018876206837235,,,2025-02-13T15:43:00.446,2025-02-13T15:59:00.448,2175,303.0,215,41.0,135,49.0,671,607.0,335,303.0,raw_fits\solo_L1_stix-sci-xray-cpd_20250213T155204-20250213T160117_V02_2502132017-60873.fits
2502131646,848,False,2025-02-13T16:46:48.453,201.3474467094704,73114,C1.7,1.6888484424271155e-06,B5,B9,B7,-6.301501003574233,-6.025255977974322,-6.169736090774277,,,2025-02-13T16:41:52.453,2025-02-13T16:56:00.455,1215,303.0,151,41.0,83,49.0,671,607.0,335,303.0,raw_fits\solo_L1_stix-sci-xray-cpd_20250213T163544-20250213T170559_V02_2502135412-60875.fits
2502131851,248,False,2025-02-13T18:51:24.467,204.43911885299573,73121,C1.9,1.9467336187517503e-06,B6,C1,B9,-6.201591448277116,-5.905844685037792,-6.060075666657455,,,2025-02-13T18:49:24.467,2025-02-13T18:53:32.468,1855,303.0,151,41.0,75,49.0,671,607.0,335,303.0,raw_fits\solo_L1_stix-sci-xray-cpd_20250213T184924-20250213T185340_V02_2502139072-60817.fits
2502131916,376,False,2025-02-13T19:16:00.470,204.43911885299573,73123,C1.7,1.7299386172453524e-06,B6,C1,B9,-6.201666011247101,-5.9059332776087725,-6.060157244427937,,,2025-02-13T19:12:36.470,2025-02-13T19:18:52.470,1855,303.0,247,41.0,115,49.0,671,607.0,335,303.0,raw_fits\solo_L1_stix-sci-xray-cpd_20250213T191122-20250213T191946_V02_2502130972-60876.fits
2502132236,104,False,2025-02-13T22:36:56.392,205.26257315738428,73135,C8.4,8.375957804673817e-06,C3,C8,C5,-5.493307441173265,-5.08693253249523,-5.296477586834246,,,2025-02-13T22:36:12.392,2025-02-13T22:37:56.392,31743,303.0,2175,41.0,151,49.0,671,607.0,367,303.0,raw_fits\solo_L1_stix-sci-xray-cpd_20250213T213713-20250214T002146_V02_2502131551-60879.fits
2502132302,168,False,2025-02-13T23:02:28.395,726.4666666666667,73136,C6.1,6.087615474825725e-06,B10,C2,C1,-6.002632368660235,-5.671736140541784,-5.843541854601009,,,2025-02-13T23:01:16.395,2025-02-13T23:04:04.395,4351,303.0,199,41.0,61,49.0,671,607.0,335,303.0,raw_fits\solo_L1_stix-sci-xray-cpd_20250213T213713-20250214T002146_V02_2502131551-60879.fits
2502132319,196,False,2025-02-13T23:19:28.397,726.4666666666667,73137,C4.7,4.703321792476345e-06,B8,C2,C1,-6.116014258667942,-5.804618852267712,-5.966674155467826,,,2025-02-13T23:19:08.397,2025-02-13T23:22:24.397,2687,303.0,135,41.0,75,49.0,671,607.0,335,303.0,raw_fits\solo_L1_stix-sci-xray-cpd_20250213T213713-20250214T002146_V02_2502131551-60879.fits
2502140034,2336,False,2025-02-14T00:34:48.306,205.94735888960145,73140,C4.4,4.380503469292307e-06,B8,C2,C1,-6.075489629096776,-5.756975256411695,-5.922590042754235,,,2025-02-14T00:24:36.304,2025-02-14T01:03:32.309,3199,303.0,215,41.0,83,49.0,671,607.0,367,303.0,raw_fits\solo_L1_stix-sci-xray-cpd_20250214T001841-20250214T011017_V02_2502148217-60880.fits
2502140226,4612,False,2025-02-14T02:26:04.318,205.94735888960145,73145,M1.2,1.2362412235233933e-05,C8,M2,M1,-5.127374721008637,-4.674929121654507,-4.907509521331572,,,2025-02-14T02:14:44.317,2025-02-14T03:31:36.325,110591,303.0,11775,41.0,1087,49.0,671,607.0,367,303.0,raw_fits\solo_L1_stix-sci-xray-cpd_20250214T020418-20250214T031335_V02_2502145210-62032.fits
2502140545,4416,False,2025-02-14T05:45:24.340,205.94735888960145,73150,C2.5,2.465802026563324e-06,B6,C1,B8,-6.220307326504173,-5.928105250428408,-6.0805638884662905,,,2025-02-14T05:15:16.337,2025-02-14T06:28:52.345,1727,303.0,151,41.0,75,49.0,671,607.0,367,303.0,raw_fits\solo_L1_stix-sci-xray-cpd_20250214T051026-20250214T063132_V02_2502143973-60882.fits
2502140741,4076,False,2025-02-14T07:41:08.353,205.94735888960145,73155,C6.7,6.650883278780384e-06,C3,C8,C5,-5.495659273285874,-5.089598492776747,-5.298986483031311,,,2025-02-14T07:22:32.351,2025-02-14T08:30:28.359,31743,303.0,2687,41.0,399,49.0,735,607.0,367,303.0,raw_fits\solo_L1_stix-sci-xray-cpd_20250214T072042-20250214T083229_V02_2502142263-60826.fits
2502140837,332,False,2025-02-14T08:37:20.359,205.94735888960145,73156,C2.0,2.0299048628658056e-06,B5,B9,B7,-6.304193985086395,-6.028495644617314,-6.172702414851854,,,2025-02-14T08:34:36.359,2025-02-14T08:40:08.360,1215,303.0,123,41.0,75,49.0,671,607.0,335,303.0,raw_fits\solo_L1_stix-sci-xray-cpd_20250214T083449-20250214T084019_V02_2502144766-60827.fits
2502140909,508,False,2025-02-14T09:09:40.363,205.94735888960145,73159,C1.8,1.7624047359277029e-06,B5,B9,B7,-6.304286607483041,-6.028607090944634,-6.172804449213837,,,2025-02-14T09:08:36.363,2025-02-14T09:17:04.364,1215,303.0,83,41.0,67,49.0,671,607.0,335,303.0,raw_fits\solo_L1_stix-sci-xray-cpd_20250214T090805-20250214T091236_V02_2502148560-60885.fits
2502140959,1360,False,2025-02-14T09:59:44.368,210.47252969438713,73163,M1.3,1.2687883099715691e-05,C6,M2,C10,-5.23682983496788,-4.797626512751684,-5.023585773859781,,,2025-02-14T09:52:40.368,2025-02-14T10:15:20.370,77823,303.0,8703,41.0,1343,49.0,671,607.0,335,303.0,raw_fits\solo_L1_stix-sci-xray-cpd_20250214T093801-20250214T103817_V02_2502141945-60887.fits
2502141019,516,False,2025-02-14T10:19:08.371,210.47252969438713,73164,C6.3,6.29871874480159e-06,C2,C3,C2,-5.836681142096463,-5.479301654982008,-5.664348998539236,,,2025-02-14T10:16:36.370,2025-02-14T10:25:12.371,8703,303.0,463,41.0,75,49.0,671,607.0,367,303.0,raw_fits\solo_L1_stix-sci-xray-cpd_20250214T093801-20250214T103817_V02_2502141945-60887.fits
2502141046,320,False,2025-02-14T10:46:16.374,210.47252969438713,73167,C2.0,2.0285294795030495e-06,B7,C1,B9,-6.188958323464475,-5.890844961209999,-6.046259242337237,,,2025-02-14T10:44:00.373,2025-02-14T10:49:20.374,1983,303.0,167,41.0,67,49.0,671,607.0,335,303.0,raw_fits\solo_L1_stix-sci-xray-cpd_20250214T104405-20250214T104920_V02_2502143938-60829.fits
2502141122,288,False,2025-02-14T11:22:16.377,211.42214923758988,73170,C1.6,1.636409592720156e-06,B5,C1,B7,-6.280654970503138,-6.00021777009878,-6.146793970300958,,,2025-02-14T11:20:48.377,2025-02-14T11:25:36.378,1343,303.0,199,41.0,167,49.0,671,607.0,335,303.0,raw_fits\solo_L1_stix-sci-xray-cpd_20250214T111637-20250214T112850_V02_2502140865-60889.fits
2502141415,1424,False,2025-02-14T14:15:08.397,194.6654993638676,73177,C4.8,4.84121119370684e-06,C2,C5,C3,-5.6600631401364465,-5.276643826642891,-5.474711083389669,,,2025-02-14T14:07:24.396,2025-02-14T14:31:08.398,17407,303.0,991,41.0,367,49.0,735,607.0,335,303.0,raw_fits\solo_L1_stix-sci-xray-cpd_20250214T140425-20250214T142914_V02_2502142731-60891.fits
2502141454,760,False,2025-02-14T14:54:24.401,194.6654993638676,73178,C1.3,1.2739269550365862e-06,B5,B9,B6,-6.3323449671761765,-6.062434549410119,-6.203747358293148,,,2025-02-14T14:51:16.401,2025-02-14T15:03:56.402,1087,303.0,247,41.0,107,49.0,671,607.0,335,303.0,raw_fits\solo_L1_stix-sci-xray-cpd_20250214T144715-20250214T150550_V02_2502142577-60892.fits
2502142053,1464,False,2025-02-14T20:53:32.441,205.13412837380076,73198,M1.9,1.889884333650116e-05,C9,M3,M2,-5.025527760588167,-4.561118982705436,-4.799680971646801,,,2025-02-14T20:48:36.440,2025-02-14T21:13:00.443,155647,303.0,17407,41.0,4863,49.0,1343,607.0,367,303.0,raw_fits\solo_L1_stix-sci-xray-cpd_20250214T201500-20250214T225922_V02_2502143110-60895.fits
2502142118,108,False,2025-02-14T21:18:28.444,205.13412837380076,73199,C2.2,2.201598135798122e-06,B5,B9,B7,-6.306392301156523,-6.031141113793509,-6.175124307475016,,,2025-02-14T21:17:44.443,2025-02-14T21:19:32.444,1215,303.0,151,41.0,83,49.0,671,607.0,303,303.0,raw_fits\solo_L1_stix-sci-xray-cpd_20250214T201500-20250214T225922_V02_2502143110-60895.fits
2502150036,1260,False,2025-02-15T00:36:40.466,193.6666666666666,73207,C3.1,3.139535010632244e-06,C2,C4,C3,-5.763911091968887,-5.395563089085662,-5.586094690527275,,,2025-02-15T00:22:40.464,2025-02-15T00:43:40.466,11775,303.0,1087,41.0,303,49.0,671,607.0,367,303.0,raw_fits\solo_L1_stix-sci-xray-cpd_20250215T002057-20250215T004158_V02_2502158999-60897.fits
2502150117,2056,False,2025-02-15T01:17:36.470,193.6666666666666,73208,C2.0,1.9667331798700616e-06,B8,C2,C1,-6.099948774820133,-5.785710148470439,-5.949187061645286,,,2025-02-15T00:48:48.467,2025-02-15T01:23:04.471,2943,303.0,367,41.0,151,49.0,671,607.0,335,303.0,raw_fits\solo_L1_stix-sci-xray-cpd_20250215T004358-20250215T012638_V02_2502153549-60898.fits
2502150322,1060,False,2025-02-15T03:22:12.484,193.6666666666666,73214,C1.5,1.5193060107776546e-06,B6,C1,B9,-6.207635452199351,-5.913028287812901,-6.066689470006127,,,2025-02-15T03:19:08.484,2025-02-15T03:36:48.486,1855,303.0,199,41.0,75,49.0,671,607.0,367,303.0,raw_fits\solo_L1_stix-sci-xray-cpd_20250215T031706-20250215T033121_V02_2502158673-60902.fits
2502150540,304,False,2025-02-15T05:40:44.499,189.4,73221,C1.5,1.542228687867464e-06,B9,C2,C1,-6.030928278110887,-5.7047802913865375,-5.874211884748712,,,2025-02-15T05:39:12.499,2025-02-15T05:44:16.500,3967,303.0,1215,41.0,543,49.0,735,607.0,335,303.0,raw_fits\solo_L1_stix-sci-xray-cpd_20250215T053330-20250215T054750_V02_2502159887-60905.fits
2502150721,340,False,2025-02-15T07:21:32.511,194.7333333333333,73229,C2.9,2.879045723602758e-06,C2,C6,C4,-5.634927912217843,-5.247955180277942,-5.447799146247893,,,2025-02-15T07:19:36.510,2025-02-15T07:25:16.511,19455,303.0,2175,41.0,335,49.0,671,607.0,367,303.0,raw_fits\solo_L1_stix-sci-xray-cpd_20250215T071746-20250215T072721_V02_2502153950-60906.fits
2502151219,424,False,2025-02-15T12:19:16.544,194.4311621656602,73242,C1.7,1.6654985302011482e-06,B10,C2,C1,-6.010540420880657,-5.680963752740892,-5.852109686810774,,,2025-02-15T12:17:16.543,2025-02-15T12:24:20.544,4351,303.0,671,41.0,151,49.0,671,607.0,335,303.0,raw_fits\solo_L1_stix-sci-xray-cpd_20250215T121515-20250215T122634_V02_2502157072-60908.fits
2502151330,368,False,2025-02-15T13:30:00.451,201.3111290576893,73249,C1.9,1.9464218894427177e-06,B7,C1,B9,-6.172630581932366,-5.871488590052539,-6.028417185992453,,,2025-02-15T13:28:16.451,2025-02-15T13:34:24.452,2175,303.0,335,41.0,107,49.0,671,607.0,335,303.0,raw_fits\solo_L1_stix-sci-xray-cpd_20250215T130918-20250215T134125_V02_2502155813-60909.fits
2502151356,1268,False,2025-02-15T13:56:40.454,201.3111290576893,73251,C2.4,2.4147373096639058e-06,C1,C3,C2,-5.8998297773800745,-5.552271116873091,-5.732408047126583,,,2025-02-15T13:53:12.454,2025-02-15T14:14:20.456,6911,303.0,863,41.0,215,49.0,671,607.0,335,303.0,raw_fits\solo_L1_stix-sci-xray-cpd_20250215T135125-20250215T141631_V02_2502157930-60910.fits
2502152011,1776,False,2025-02-15T20:11:36.496,194.691116517271,73275,C2.1,2.0720608517876826e-06,B5,B9,B7,-6.310454439731332,-6.0360316330932475,-6.17960063641229,,,2025-02-15T20:04:00.495,2025-02-15T20:33:36.499,1215,303.0,115,41.0,67,49.0,671,607.0,335,303.0,raw_fits\solo_L1_stix-sci-xray-cpd_20250215T195756-20250215T203339_V02_2502155994-62033.fits
2502152059,2136,False,2025-02-15T20:59:16.501,194.691116517271,73276,C2.1,2.052343234026921e-06,B6,C1,B8,-6.227655474258576,-5.936858042000123,-6.08861435812935,,,2025-02-15T20:50:56.500,2025-02-15T21:26:32.504,1727,303.0,183,41.0,83,49.0,671,607.0,367,303.0,raw_fits\solo_L1_stix-sci-xray-cpd_20250215T204719-20250215T213015_V02_2502151755-62034.fits
2502152210,3108,False,2025-02-15T22:10:08.509,194.691116517271,73278,C2.8,2.7993135063297814e-06,B6,C1,B8,-6.211253683256995,-5.917331052022636,-6.070649967639815,,,2025-02-15T21:54:16.507,2025-02-15T22:46:04.513,1855,303.0,107,41.0,67,49.0,671,607.0,367,303.0,raw_fits\solo_L1_stix-sci-xray-cpd_20250215T214435-20250215T225305_V02_2502150424-61823.fits
2502160001,2620,False,2025-02-16T00:01:28.529,194.691116517271,73282,C3.9,3.9278456824831665e-06,C2,C4,C2,-5.817822700784713,-5.457566215689993,-5.644052058237353,,,2025-02-15T23:35:48.523,2025-02-16T00:19:28.524,9727,303.0,799,41.0,115,49.0,671,607.0,367,303.0,raw_fits\solo_L1_stix-sci-xray-cpd_20250215T233401-20250216T002137_V02_2502158849-61969.fits
2502160231,1332,False,2025-02-16T02:31:04.538,194.691116517271,73290,C2.4,2.4193598164856667e-06,B8,C2,C1,-6.1262811131378125,-5.816717603448286,-5.977856958293049,,,2025-02-16T02:17:56.537,2025-02-16T02:40:08.539,2687,303.0,335,41.0,99,49.0,671,607.0,335,303.0,raw_fits\solo_L1_stix-sci-xray-cpd_20250216T021607-20250216T024214_V02_2502161302-61972.fits
2502160303,2240,False,2025-02-16T03:03:36.542,194.691116517271,73291,C2.2,2.207116494901129e-06,B5,B8,B6,-6.33862114812013,-6.0700199112186155,-6.210678129669374,,,2025-02-16T02:48:20.540,2025-02-16T03:25:40.544,1087,303.0,231,41.0,107,49.0,671,607.0,367,303.0,raw_fits\solo_L1_stix-sci-xray-cpd_20250216T024414-20250216T033001_V02_2502168952-62038.fits
2502160524,48,False,2025-02-16T05:24:44.558,194.691116517271,73295,C1.6,1.6078699900390347e-06,B5,C1,B7,-6.2667824908141805,-5.983593290610587,-6.131545490712383,,,2025-02-16T05:24:16.558,2025-02-16T05:25:04.558,1471,303.0,271,41.0,99,49.0,671,607.0,335,303.0,raw_fits\solo_L1_stix-sci-xray-cpd_20250216T051127-20250216T054838_V02_2502164930-62041.fits
2502160528,132,False,2025-02-16T05:28:04.558,233.92219333238177,73296,C1.8,1.8039251017398783e-06,B6,C1,B8,-6.247247504890087,-5.960232072622237,-6.110097388756161,,,2025-02-16T05:26:36.558,2025-02-16T05:28:48.558,1599,303.0,123,41.0,67,49.0,671,607.0,335,303.0,raw_fits\solo_L1_stix-sci-xray-cpd_20250216T051127-20250216T054838_V02_2502164930-62041.fits
2502160536,312,False,2025-02-16T05:36:12.559,233.92219333238177,73297,C2.0,2.039419996435754e-06,B6,C1,B8,-6.229322127864469,-5.9388443224098575,-6.090440825137163,,,2025-02-16T05:34:40.559,2025-02-16T05:39:52.559,1727,303.0,199,41.0,75,49.0,671,607.0,335,303.0,raw_fits\solo_L1_stix-sci-xray-cpd_20250216T051127-20250216T054838_V02_2502164930-62041.fits
2502160551,580,False,2025-02-16T05:51:12.561,233.92219333238177,73298,C1.9,1.9336118839419214e-06,B6,C1,B8,-6.229370779884298,-5.938902310586846,-6.0904941452355725,,,2025-02-16T05:48:56.560,2025-02-16T05:58:36.561,1727,303.0,199,41.0,99,49.0,671,607.0,367,303.0,raw_fits\solo_L1_stix-sci-xray-cpd_20250216T054858-20250216T055851_V02_2502169497-61973.fits
2502160609,740,False,2025-02-16T06:09:04.563,233.92219333238177,73299,C2.0,1.971917754417518e-06,B5,B10,B7,-6.288396335286887,-6.009507843602124,-6.155309689444505,,,2025-02-16T06:06:40.562,2025-02-16T06:19:00.564,1343,303.0,199,41.0,83,49.0,671,607.0,335,303.0,raw_fits\solo_L1_stix-sci-xray-cpd_20250216T060312-20250216T062019_V02_2502163421-62042.fits
2502160814,752,False,2025-02-16T08:14:04.576,217.1430920311466,73307,C1.7,1.740028665153659e-06,B5,B10,B7,-6.2887848362857754,-6.0099743161159545,-6.155737176200865,,,2025-02-16T08:05:20.575,2025-02-16T08:17:52.577,1343,303.0,135,41.0,67,49.0,671,607.0,367,303.0,raw_fits\solo_L1_stix-sci-xray-cpd_20250216T080258-20250216T082120_V02_2502165943-62044.fits
2502160900,1004,False,2025-02-16T09:00:08.582,197.49695183705765,73310,C2.1,2.1272335288813338e-06,B8,C2,C1,-6.0692105915135395,-5.749608593981936,-5.915767192747738,,,2025-02-16T08:55:32.581,2025-02-16T09:12:16.583,3455,303.0,303,41.0,83,49.0,671,607.0,335,303.0,raw_fits\solo_L1_stix-sci-xray-cpd_20250216T085344-20250216T091428_V02_2502164471-61979.fits
2502161229,20,False,2025-02-16T12:29:04.605,255.77877131280215,73319,NA,0.0,B5,C1,B7,-6.268126739079025,-5.985202921691126,-6.1330224303850756,,,2025-02-16T12:28:56.605,2025-02-16T12:29:16.605,1471,303.0,115,41.0,67,49.0,671,607.0,335,303.0,raw_fits\solo_L1_stix-sci-xray-cpd_20250216T121851-20250216T124953_V02_2502169167-62046.fits
2502161232,88,False,2025-02-16T12:32:12.605,223.5333333333334,73320,C2.5,2.521021315260441e-06,B7,C1,B9,-6.177254582033202,-5.876966907782998,-6.0334683449080995,,,2025-02-16T12:31:20.605,2025-02-16T12:32:48.605,2175,303.0,231,41.0,83,49.0,671,607.0,335,303.0,raw_fits\solo_L1_stix-sci-xray-cpd_20250216T121851-20250216T124953_V02_2502169167-62046.fits
2502161258,564,False,2025-02-16T12:58:56.608,223.5333333333334,73322,C2.3,2.2742449345969362e-06,B5,B10,B7,-6.289674279752579,-6.011042359842608,-6.156715919797594,,,2025-02-16T12:54:16.607,2025-02-16T13:03:40.608,1343,303.0,99,41.0,67,49.0,671,607.0,335,303.0,raw_fits\solo_L1_stix-sci-xray-cpd_20250216T124653-20250216T134147_V02_2502166737-64798.fits
